img,c0-safe,c1-text-right,c2-talking-phone-right,c3-text-left,c4-talking-phone-left,c5-radio-operating,c6-drinking,c7-reching-behind,c8-hair-makeup,c9-talking-passenger
img_352.jpg,0.0,3.8608067e-22,5.9868673e-18,0.0,3.2984483e-35,0.0,1.334084e-25,1.0,1.911753e-17,2.0555708e-24
img_365.jpg,3.8306085e-18,4.261925e-25,1.0,1.5702512e-17,4.0122515e-08,6.027268e-25,6.6227164e-17,2.1879696e-23,3.4567648e-16,9.422922e-22
img_355.jpg,5.965435e-19,1.5654173e-19,1.0,2.4817957e-28,2.6820423e-25,4.4535572e-20,5.023832e-15,1.3810657e-14,1.4775235e-19,8.111246e-20
img_385.jpg,2.525515e-15,1.0,2.5627723e-15,4.935763e-09,8.680573e-14,5.70615e-19,7.383693e-10,2.9483347e-17,1.3611321e-12,8.999163e-16
img_374.jpg,0.952878,2.1991666e-20,1.164901e-23,5.2959262e-11,1.0552988e-12,6.7764506e-14,3.1295908e-23,3.9188105e-19,3.9872683e-09,0.047122028
img_371.jpg,3.6445678e-24,1.1872073e-14,9.932231e-07,9.119511e-18,1.06219616e-10,9.378541e-17,0.99999905,9.898791e-19,5.3632635e-14,1.9403001e-19
img_348.jpg,0.0,7.6505714e-34,1.0,0.0,0.0,0.0,2.0833661e-32,0.0,1.6992322e-33,0.0
img_386.jpg,0.99964964,1.0479917e-11,2.7258892e-19,9.871702e-06,0.00034036557,7.1404886e-18,6.212885e-17,3.1217234e-17,6.404528e-14,1.01389226e-07
img_353.jpg,0.45801875,0.008827405,2.8314691e-06,0.0023087824,0.0057712276,0.13056596,0.020861106,0.0029515421,0.07067419,0.30001816
img_351.jpg,5.6482184e-12,1.2930966e-23,5.74456e-33,1.8266661e-28,2.0233173e-27,0.0,1.9980738e-28,1.0129182e-36,0.9999982,1.7591984e-06
img_366.jpg,0.99996805,6.6162734e-08,1.0022585e-24,3.5425955e-17,2.7147731e-24,3.5177818e-29,2.1861013e-27,9.208865e-32,2.1782899e-15,3.1844975e-05
img_384.jpg,1.0434588e-17,8.238918e-21,3.6293243e-10,8.440905e-19,2.3603176e-14,3.1225614e-22,6.131964e-23,0.99996245,3.7605845e-05,2.7917917e-09
img_367.jpg,7.297961e-13,1.30559524e-17,0.00010549775,1.2265626e-18,3.5809648e-15,1.4817153e-13,1.9720414e-18,0.9998945,3.6913586e-09,4.7639697e-13
img_356.jpg,3.2620427e-11,1.5391327e-14,1.4356843e-09,2.694772e-11,2.4446476e-12,6.27545e-14,7.915318e-18,0.9998012,4.283338e-07,0.00019841443
img_354.jpg,4.9825505e-11,4.4557535e-07,1.0807334e-05,1.0908436e-13,1.8423135e-09,1.1329342e-08,0.99998665,1.0778343e-10,2.0933076e-06,2.14894e-11
img_377.jpg,6.509352e-33,4.1760373e-31,5.409863e-32,0.0,2.4101052e-35,0.0,1.6883777e-25,6.7266183e-19,1.0,1.6446942e-23
img_350.jpg,0.0,0.0,0.0,0.0,0.0,0.0,8.160465e-36,1.0,7.4640407e-31,0.0
img_347.jpg,0.00055995665,1.6537203e-19,3.546362e-24,0.99944,2.7498425e-08,2.955152e-15,1.6974991e-23,1.00276755e-20,7.2954835e-23,1.9689228e-16
img_369.jpg,2.3864068e-23,0.0,1.5886951e-16,4.4069003e-26,1.0,2.6991156e-29,2.7813544e-22,7.2533773e-32,5.757053e-18,2.2363508e-27
img_363.jpg,8.98291e-10,0.9968534,5.7559578e-12,0.00048954197,2.956013e-06,8.2177425e-12,0.0026289108,2.404736e-05,1.1052684e-06,7.5420103e-10
img_360.jpg,1.1400913e-13,1.688145e-11,9.9212075e-21,1.0,5.2885823e-15,1.0913695e-14,1.2220438e-20,1.1401806e-24,3.5024167e-13,1.00256236e-16
